Ticker_no,Ticker,Name,Ticker_s,Price,MKT CAP,1Y Return,1M Return,Momentum Return,Momentum Rank,P/S,P/E,P/FCF,P/B,PS Rank,PE Rank,PFCF Rank,PB Rank,Value Average,Value Rank,Sector,ROA,ROE,Gross margin,GPOA,Gross Profit,Asset,ROA Rank,ROE Rank,GM Rank,GPOA Rank,Profitability Average,Profitability Rank,Name
AMEX:CBOE,CBOE,cboe-global-markets,CBOE,119.87,12713681072,-6.34424564,0.59583753,-6.90%,205,3.65,60.96,39.66,3.52,200,36,189,250,169,339,Finance,2.88212124,6.26454269,39.42088651,18%,1308700000,7476100000,343,377,232,265,304,349,"Cboe Global Markets, Inc."
NASDAQ:TW,TW,tradeweb,TW,54.13,12687570769,-35.88012319,-12.19789132,-27.00%,371,10.24,43.34,41.8,2.33,44,58,174,325,150,370,Finance,4.30154875,5.50503246,,15%,905139000,5989538000,290,384,,297,324,373,Tradeweb Markets Inc.
NASDAQ:PARA,PARA,viacomcbs,PARA,19.22,12595893040,-50.51098311,-15.18093557,-41.70%,446,0.44,3.7,,0.55,486,439,,468,464,1,Consumer Services,5.77007088,15.09539581,33.35801057,18%,10452000000,56961000000,251,261,273,254,260,277,Paramount Global
NYSE:RCL,RCL,royal-caribbean-cruises,RCL,49.2,12548913036,-41.5051718,0.32626427,-41.70%,447,7.81,,,2.38,71,,,321,196,306,Consumer Services,-13.21869541,-79.24483649,-34.76830993,-7%,-2443935000,33943245000,481,461,443,451,459,498,D/B/A Royal Caribbean Cruises Ltd.
NYSE:AER,AER,aercap,AER,51.07,12532345392,-19.68863029,16.12096407,-30.80%,396,1.65,,5.12,0.74,375,,415,461,417,22,Finance,-2.04043348,-9.32324175,51.75642025,4%,2460209000,69747591001,460,435,162,436,373,448,AerCap Holdings N.V.
NYSE:SNAP,SNAP,snap,SNAP,7.76,12517660802,-89.62705521,-30.77609277,-85.00%,500,4.09,,269.26,4.61,170,,8,185,121,411,Technology Services,-14.53126678,-35.28631889,57.59184191,27%,2267372000,8285194000,483,451,128,160,306,351,Snap Inc.
NYSE:OWL,OWL,blue-owl,OWL,8.94,12493684985,-47.25663717,-18.35616438,-35.40%,422,4.28,,47.85,2.12,160,,150,340,217,281,Finance,-0.86563796,-4.86194599,,8%,707350000,8418682000,449,426,,385,420,485,Blue Owl Capital Inc.
NASDAQ:LNT,LNT,alliant-energy,LNT,49.76,12486089232,-11.97594198,-19.15515841,8.90%,114,3.33,17.58,,2.03,224,271,,353,283,164,Utilities,3.77712296,11.59921027,24.91166078,5%,899000000,19391000000,316,306,350,426,350,413,Alliant Energy Corporation
NYSE:DAR,DAR,darling-ingredients,DAR,77.75,12468897621,0.85614217,1.67385903,-0.80%,168,2.6,17.63,26.91,3.62,284,269,262,243,265,194,Consumer Non-Durables,9.99443795,20.95010891,19.84029863,12%,942434000,8026686000,157,202,381,334,269,288,Darling Ingredients Inc.
NYSE:RKT,RKT,rocket-companies,RKT,6.32,12414734981,-62.7578079,-13.66120219,-56.90%,480,1.25,4.74,3.65,1.19,422,424,421,430,424,14,Finance,0.59508474,31.12888019,98.77797973,40%,9925972000,25076876000,432,121,2,71,157,127,"Rocket Companies, Inc."
NASDAQ:NDSN,NDSN,nordson,NDSN,216.53,12387832189,-11.79322144,-2.97096254,-9.10%,219,5.26,25.64,36.42,5.7,117,163,204,153,159,356,Producer Manufacturing,12.87216917,22.63203967,55.64781176,35%,1324080000,3823824000,101,194,140,109,136,103,Nordson Corporation
NASDAQ:WMG,WMG,wmg,WMG,23.85,12279156038,-50.48785551,-6.94498634,-46.80%,459,2.32,28.8,77.55,398.21,307,136,69,2,129,397,Commercial Services,5.82129045,362.0253165,41.89375647,29%,2253000000,7699000000,248,8,220,146,156,125,Warner Music Group Corp.
NASDAQ:SSNC,SSNC,ss-and-c,SSNC,48.03,12248914639,-34.9539545,-8.46197827,-28.90%,385,2.5,17.56,18.2,1.96,292,272,321,358,311,138,Technology Services,4.11044385,12.08845788,47.96711885,14%,2421800000,17500300000,302,296,176,308,271,290,"SS&C Technologies Holdings, Inc."
NASDAQ:MTCH,MTCH,match-group-inc,MTCH,43,12168417358,-72.95087123,-17.40299654,-67.30%,491,4.36,134.36,48.42,,154,16,145,,105,431,Technology Services,2.57896909,,60.73052927,49%,2074008000,4193778000,357,,110,42,170,146,"Match Group, Inc."
NYSE:CTLT,CTLT,catalent,CTLT,67.63,12166361594,-48.78455131,-21.8150289,-34.50%,419,2.52,24.16,,2.55,290,187,,300,259,203,Health Technology,5.14807075,11.13683978,33.96851698,16%,1640000000,10507000000,269,309,267,293,285,313,"Catalent, Inc."
NASDAQ:TER,TER,teradyne,TER,77.27,12114520854,-33.53690005,-4.65202369,-30.30%,392,3.67,15.46,33.37,4.68,199,298,222,183,226,255,Electronic Technology,22.61123398,35.18284365,59.91151866,63%,2198534000,3488426000,30,93,117,15,64,23,"Teradyne, Inc."
NYSE:WLK,WLK,westlake-chemical,WLK,94.05,12034753829,-7.24852071,5.31914894,-11.90%,245,0.98,4.07,7.86,1.45,447,436,394,399,419,20,Process Industries,16.24348123,35.23956723,31.05754586,17%,3372000000,20372000000,67,92,291,273,181,163,Westlake Corporation
NYSE:GDDY,GDDY,godaddy,GDDY,76.76,12026745851,9.79831212,1.4002642,8.30%,118,3.39,36.81,18.66,154.99,220,88,315,4,157,361,Technology Services,4.81557808,,57.03772079,33%,2252800000,6904100000,279,,132,125,179,162,GoDaddy Inc.
