Ticker_no,Ticker,Ticker_s,Price,MKT CAP,1Y Return,1M Return,Momentum Return,Momentum Rank,P/S,P/E,P/FCF,P/B,PS Rank,PE Rank,PFCF Rank,PB Rank,Value Average,Value Rank,Sector,ROA,ROE,Gross margin,GPOA,Gross Profit,Asset,ROA Rank,ROE Rank,GM Rank,GPOA Rank,Profitability Average,Profitability Rank,Name
TSE:3401,3401,3401,1370,2.63E+11,-12.84987277,-6.48464164,-6.80%,275,0.29878525,13.40746378,14.3665,0.60334247,461,279,266,445,363,88,Process Industries,1.68662316,4.71983691,27.9962161,19%,2.41E+11,1.27E+12,405,413,270,251,335,379,TEIJIN LTD
TSE:8283,8283,8283,4135,2.63E+11,-20.17374517,-3.04806565,-17.70%,376,0.24690645,13.35184265,35.7337,1.05199986,477,281,126,309,298,167,Distribution Services,4.37804386,7.96030593,7.75202344,17%,77365000000,4.45E+11,273,315,458,284,333,373,PALTAC CORP
TSE:9401,9401,9401,1564,2.62E+11,-15.64185545,-3.63524338,-12.50%,332,0.75247559,8.54945355,,0.31019524,324,396,,495,405,34,Consumer Services,2.92795486,4.0476316,31.67608046,11%,1.13E+11,1.05E+12,345,435,226,383,347,388,TBS HOLDINGS INC
TSE:2501,2501,2501,3290,2.56E+11,29.01960784,3.2967033,24.90%,52,0.59946754,,11.484,1.58603481,357,,296,222,292,175,Consumer Non-Durables,-0.06738315,-0.24184167,30.20632036,23%,1.34E+11,5.91E+11,479,479,244,205,352,390,SAPPORO HOLDINGS LIMITED
TSE:5105,5105,5105,1661,2.56E+11,-12.02330508,-2.12139069,-10.10%,304,0.64758444,4.93025446,,0.910589,347,459,,356,387,53,Consumer Durables,9.56686565,17.79380617,42.3141543,26%,1.61E+11,6.08E+11,83,81,143,155,116,69,TOYO TIRE CORPORATION
TSE:9301,9301,9301,3390,2.55E+11,4.46841294,-4.37235543,9.20%,135,1.09024661,12.09713294,,0.81154145,262,307,,377,315,148,Transportation,4.21737739,6.9260066,11.34683544,5%,28102000000,5.54E+11,282,358,437,439,379,419,MITSUBISHI LOGISTICS CORP
TSE:5711,5711,5711,1938,2.53E+11,-15.03726436,-4.5320197,-11.00%,310,0.14220098,4.93208874,,0.44052114,495,458,,479,477,5,Producer Manufacturing,2.51960209,8.93576839,11.09823313,10%,2.03E+11,2.02E+12,364,279,439,396,370,412,MITSUBISHI MATERIALS CORP
TSE:4202,4202,4202,837,2.53E+11,-3.57142857,-5.95505618,2.50%,187,0.54066454,9.02218945,,0.91641791,381,383,,352,372,76,Process Industries,3.98762255,10.27654578,29.17409609,19%,1.40E+11,7.41E+11,299,231,258,258,262,267,DAICEL CORPORATION
TSE:6592,6592,6592,3905,2.50E+11,-0.12787724,-3.58024691,3.60%,180,1.91316901,18.00389878,,0.98447519,147,216,,328,230,261,Producer Manufacturing,4.79479391,5.24797962,24.32493495,11%,34590000000,3.12E+11,255,402,314,375,337,381,MABUCHI MOTOR CO
TSE:7518,7518,7518,3040,2.50E+11,-20.10512484,4.82758621,-23.80%,427,1.34227279,22.68597428,,3.61877474,224,157,,85,155,358,Technology Services,7.14299496,15.77422379,27.02978452,31%,50595000000,1.65E+11,143,105,281,125,164,126,NET ONE SYSTEMS CO
TSE:8424,8424,8424,8280,2.48E+11,8.80420499,1.22249389,7.50%,147,0.38378632,7.39731323,1.77506,0.75109642,427,423,343,394,397,41,Finance,1.14971893,10.50678215,12.01607231,3%,85118000000,2.94E+12,427,225,430,459,385,425,FUYO GENERAL LEASE CO LTD
TSE:9749,9749,9749,7900,2.48E+11,35.04273504,-3.18627451,39.50%,26,0.96051506,24.01401932,16.0523,1.97099726,290,141,246,174,213,289,Technology Services,4.46268673,8.16899515,21.81912257,24%,56144000000,2.37E+11,269,306,339,191,276,300,FUJI SOFT INCORPORATED
TSE:7716,7716,7716,2862,2.47E+11,11.44859813,4.45255474,6.70%,150,5.44327868,21.16600236,24.732,2.92531513,45,173,189,116,131,388,Health Technology,12.16482824,13.48479648,62.21610726,27%,26595413000,98914335000,53,144,58,152,102,55,NAKANISHI INC
TSE:6856,6856,6856,5850,2.47E+11,-22.4137931,-1.84563758,-21.00%,414,1.09290067,10.29933649,15.5521,1.19277637,261,355,254,281,288,180,Producer Manufacturing,6.37091649,11.44053034,41.74448021,23%,93223000000,3.98E+11,173,194,146,194,177,146,HORIBA LTD
TSE:8279,8279,8279,6350,2.47E+11,-3.93343419,-3.20121951,-0.80%,222,0.4917846,17.51203884,,1.92342663,393,218,,183,265,210,Retail Trade,5.32127351,12.01989971,28.03184476,47%,1.40E+11,2.98E+11,234,182,269,35,180,156,YAOKO CO LTD
TSE:4552,4552,4552,1983,2.45E+11,-32.06577595,-4.84644914,-28.60%,456,4.85826748,17.3035403,,4.85941385,51,221,,54,109,420,Health Technology,16.99800309,31.98563846,77.84766585,44%,40621000000,92499000000,24,20,23,46,28,5,JCR PHARMACEUTICAL CO
TSE:9504,9504,9504,681,2.45E+11,-31.76352705,-11.09660574,-23.20%,425,0.21711386,,,0.40737303,485,,,483,484,2,Utilities,-1.80910502,-10.57527762,-1.40453636,-1%,-53616000000,3.70E+12,489,490,471,473,481,497,CHUGOKU ELECTRIC POWER CO INC
TSE:9010,9010,9010,4620,2.45E+11,-0.7518797,3.125,-3.80%,248,7.12856328,417.2905352,134.314,10.53881186,32,2,22,17,18,495,Transportation,0.60013279,2.60900832,7.39755653,2%,1948729000,99040749000,443,463,462,465,458,486,FUJI KYUKO CO LTD
TSE:8253,8253,8253,1568,2.45E+11,6.52173913,-11.01021566,19.70%,73,0.69885427,6.45897654,,0.45105652,335,443,,478,419,30,Finance,1.10549577,7.09466105,80.07101654,7%,2.70E+11,3.69E+12,429,348,20,419,304,337,CREDIT SAISON CO
TSE:4681,4681,4681,2308,2.45E+11,12.91585127,-3.02521008,16.40%,91,1.6034679,23.27494198,15.9349,2.48113438,193,152,247,137,182,325,Consumer Services,2.76161991,10.79188579,82.79450111,30%,1.25E+11,4.11E+11,354,214,15,127,178,151,RESORTTRUST INC
TSE:3397,3397,3397,2793,2.43E+11,1.15900036,-10.19292605,12.60%,109,1.63547515,27.19641318,8.12808,4.87519062,186,111,317,53,167,343,Consumer Services,4.01120497,20.21648006,74.90156556,38%,93549000000,2.47E+11,298,61,29,68,114,68,TORIDOLL HOLDINGS CORPORATION
TSE:8919,8919,8919,3145,2.43E+11,-23.10513447,-5.12820513,-18.90%,395,2.39252064,34.31595028,,7.31293443,109,69,,28,69,459,Consumer Durables,12.10200358,22.46212061,23.96588243,40%,24648000000,62138000000,54,42,317,62,119,76,KATITAS CO LTD
TSE:2222,2222,2222,7790,2.42E+11,5.98639456,-5.23114355,11.80%,117,7.96550581,87.03045538,69.3203,12.59649735,28,17,61,13,30,487,Consumer Non-Durables,11.49971742,15.31950128,56.53997671,64%,17619755000,27466099000,62,110,75,9,64,27,KOTOBUKI SPIRITS
TSE:2579,2579,2579,1349,2.42E+11,-16.05476042,-5,-11.60%,318,0.31243715,,,0.49870386,459,,,467,463,8,Consumer Non-Durables,-1.39661858,-2.4615963,44.21256921,37%,3.09E+11,8.41E+11,486,483,130,77,294,321,COCA COLA BOTTLERS JAPAN INC
TSE:1973,1973,1973,1617,2.41E+11,-22.52036416,0.99937539,-23.30%,426,0.77988313,17.45755665,20.0033,1.79625721,320,219,213,197,237,249,Technology Services,5.91240565,10.88320028,20.28359652,26%,63473000000,2.42E+11,199,207,357,160,231,228,NEC NETWORKS & SYSTEM INTEGRATION
TSE:9616,9616,9616,6150,2.40E+11,47.1291866,1.31795717,45.20%,19,1.41188757,62.43845494,12.5563,3.47438326,212,29,281,87,152,363,Consumer Services,1.73216566,5.81008003,15.31340352,9%,21629000000,2.36E+11,404,389,405,407,401,440,KYORITSU MAINTENANCE
TSE:5406,5406,5406,607,2.40E+11,-8.85885886,-5.74534161,-3.30%,243,0.1094681,3.72551759,43.3324,0.2942194,500,467,105,499,393,46,Non-Energy Minerals,2.30689807,7.91502942,13.64949453,11%,3.16E+11,2.77E+12,378,319,418,370,371,414,KOBE STEEL
TSE:8282,8282,8282,1177,2.40E+11,-2.32365145,-2.96784831,0.70%,209,0.31932171,9.19427217,42.9722,0.8136167,455,379,106,376,329,132,Retail Trade,5.95150488,9.15782156,26.21918335,46%,1.97E+11,4.24E+11,198,272,292,39,200,188,K'S HOLDINGS CORPORATION
TSE:1951,1951,1951,2184,2.39E+11,-18.23287158,0.4137931,-18.60%,391,0.40906248,9.66167414,,0.79821243,423,365,,380,389,51,Industrial Services,5.36006403,8.57598363,13.67953838,17%,84323000000,4.98E+11,233,292,417,297,310,344,EXEO GROUP INC
TSE:5803,5803,5803,865,2.38E+11,30.8623298,-9.32914046,44.30%,22,0.3602113,5.92066311,6.99728,1.09532348,433,447,322,296,375,73,Producer Manufacturing,6.62251333,19.83352133,19.00248051,19%,1.24E+11,6.58E+11,160,67,371,259,214,209,FUJIKURA
TSE:8012,8012,8012,2021,2.38E+11,5.31526837,-0.83415113,6.20%,155,0.31806778,9.21964276,,0.71228941,456,377,,411,415,31,Distribution Services,3.70098674,7.7603095,17.44504063,17%,1.30E+11,7.82E+11,312,323,386,299,330,370,NAGASE & CO
TSE:7071,7071,7071,2436,2.38E+11,14.50058754,-1.77419355,16.60%,89,14.76293494,59.90990763,,14.08556595,8,31,,7,15,496,Health Services,11.3146945,22.33944425,42.40247383,16%,6291000000,39118000000,67,44,142,309,141,102,AMVIS HOLDINGS INC
TSE:4118,4118,4118,3635,2.37E+11,-18.31460674,-6.67522465,-12.50%,333,0.34703479,8.20576939,,0.61744478,444,403,,436,428,23,Process Industries,4.09460658,7.66453006,27.98185966,25%,1.90E+11,7.54E+11,291,326,272,170,265,275,KANEKA CORP
TSE:8359,8359,8359,490,2.37E+11,24.36548223,-2,26.90%,43,1.77679471,9.69882087,35.0117,0.26335558,165,364,130,500,290,177,Finance,0.18776919,2.78124764,,,,1.29E+13,467,460,,,464,487,HACHIJUNI BANK
TSE:8174,8174,8174,2094,2.37E+11,45.41666667,-6.14074406,54.90%,11,1.52029476,22.63555381,21.7595,3.42038559,201,158,203,93,164,347,Utilities,7.65078537,15.5923051,38.34248511,38%,54810000000,1.43E+11,129,107,167,67,118,75,NIPPON GAS CO LTD
TSE:6412,6412,6412,2399,2.37E+11,16.0619255,10.04587156,5.50%,161,1.95061149,48.24189982,32.4266,1.09173798,141,39,148,298,157,355,Consumer Services,1.17782102,2.23184892,29.17625847,8%,33399000000,4.11E+11,425,466,257,415,391,432,HEIWA CORP
TSE:4186,4186,4186,6130,2.36E+11,-10.64139942,-5.10835913,-5.80%,268,1.80100054,11.79829815,51.8516,1.57250348,161,314,92,226,198,306,Producer Manufacturing,9.51772323,13.03039953,34.09582515,20%,47184000000,2.31E+11,85,153,205,231,169,132,TOKYO OHKA KOGYO CO
TSE:4540,4540,4540,3080,2.36E+11,-12.37553343,0.48939641,-12.80%,337,1.81897982,11.73575202,39.2092,0.98278191,158,317,115,330,230,262,Health Technology,5.82449647,8.49254296,51.40023602,18%,66465000000,3.63E+11,203,296,101,267,217,213,TSUMURA & CO
TSE:5214,5214,5214,2528,2.35E+11,-10.57658295,-3.14176245,-7.70%,285,0.83048001,6.12261499,11.2398,0.47521755,311,444,301,472,382,62,Electronic Technology,5.3905243,7.56360446,29.92743286,11%,83416000000,7.60E+11,232,331,246,377,297,328,NIPPON ELECTRIC GLASS
TSE:7956,7956,7956,1964,2.35E+11,-23.905463,-7.31477112,-17.90%,384,2.6297196,31.83137771,,3.31290596,97,76,,96,90,439,Consumer Non-Durables,7.63754431,10.14929706,46.3944234,42%,44072000000,1.04E+11,130,236,118,53,134,94,PIGEON CORP
TSE:6406,6406,6406,2957,2.35E+11,17.34126984,3.42777195,13.50%,106,1.29902197,23.41058566,104.083,1.92871413,226,149,30,182,147,369,Producer Manufacturing,4.66247217,8.36940253,21.26230384,18%,41572000000,2.34E+11,260,301,350,278,297,331,FUJITEC CO LTD
TSE:4676,4676,4676,1053,2.34E+11,-12.54152824,-3.83561644,-9.10%,296,0.44901023,8.26473989,33.4277,0.29540074,409,401,140,497,362,89,Consumer Services,2.14394041,3.60273211,30.3957477,12%,1.60E+11,1.33E+12,389,446,243,362,360,400,FUJI MEDIA HOLDING
TSE:5233,5233,5233,2005,2.34E+11,-17.96235679,-4.97630332,-13.70%,347,0.33519033,10.65414549,,0.46169333,447,346,,476,423,27,Non-Energy Minerals,1.94200351,4.42378478,23.39564615,14%,1.75E+11,1.21E+12,397,420,322,333,368,406,TAIHEIYO CEMENT CORP
TSE:9065,9065,9065,4215,2.33E+11,-20.62146893,0.71684588,-21.20%,415,0.45787668,10.86505074,10.2353,1.01912034,405,340,307,320,343,112,Transportation,4.84237459,9.50883667,10.04546675,11%,55208000000,4.85E+11,253,258,451,372,334,378,SANKYU INC
TSE:7458,7458,7458,4225,2.31E+11,3.3007335,3.04878049,0.20%,213,2.44482049,26.00671758,33.1242,2.23079581,106,118,141,157,131,391,Distribution Services,4.92135551,8.66639111,32.23396327,16%,28095000000,1.81E+11,250,288,218,318,269,286,DAIICHIKOSHO CO
TSE:1860,1860,1860,748,2.29E+11,-0.39946738,-1.96592398,1.60%,198,0.46115958,12.35558487,,0.73311849,404,301,,401,369,80,Industrial Services,2.68207596,6.00364896,12.76498007,9%,62677000000,7.00E+11,358,386,425,409,395,433,TODA CORP
TSE:9031,9031,9031,2909,2.29E+11,6.09044493,-0.10302198,6.20%,156,0.54866788,16.78267371,78.0559,1.35004829,379,227,47,257,228,267,Transportation,1.90347018,8.19733722,10.02660811,5%,36760000000,7.39E+11,399,305,452,440,399,438,NISHI-NIPPON RAILROAD CO
TSE:9003,9003,9003,2336,2.29E+11,7.05774519,-3.11074243,10.50%,127,1.08566012,64.30945678,,1.68480645,263,27,,211,167,341,Transportation,0.57713298,2.63284763,26.84344203,8%,53551000000,6.54E+11,444,462,285,414,401,440,SOTETSU HOLDINGS INC
TSE:4631,4631,4631,2417,2.29E+11,-23.02547771,-3.12625251,-20.50%,410,0.26956423,84.55162647,,0.66655528,469,18,,425,304,165,Process Industries,0.22595414,0.71993366,19.55813063,14%,1.77E+11,1.31E+12,460,474,364,344,411,456,DIC CORPORATION
TSE:7476,7476,7476,6100,2.28E+11,-22.19387755,3.21489002,-24.60%,435,2.61750324,31.12421377,58.093,3.43611831,98,83,79,91,88,442,Distribution Services,8.10479009,11.52778055,29.56016936,28%,25544402000,90771172000,118,191,252,144,176,141,AS ONE CORPORATION
TSE:6770,6770,6770,1095,2.27E+11,-7.04584041,-10.31941032,3.70%,179,0.28239054,7.57457215,,0.58182394,466,417,,449,444,15,Electronic Technology,4.27147068,8.03348943,17.53505859,21%,1.51E+11,7.14E+11,281,313,385,222,300,336,ALPS ALPINE CO LTD
TSE:7846,7846,7846,5750,2.27E+11,34.66042155,7.07635009,25.80%,48,2.22748828,13.83781604,12.1892,2.27165737,122,272,286,153,208,295,Producer Manufacturing,11.23518656,15.97954279,52.97702298,33%,53030000000,1.59E+11,68,102,93,105,92,49,PILOT CORP(NEW).PORSCHE INN.LEASE O
TSE:9627,9627,9627,6420,2.26E+11,-5.30973451,0,-5.30%,263,0.70906179,29.92190711,11.2168,1.88154542,333,88,303,190,229,266,Retail Trade,3.46663703,6.44356182,15.03194858,20%,44605000000,2.28E+11,324,373,408,241,337,381,AIN HOLDINGS INC
TSE:2432,2432,2432,1899,2.25E+11,-12.68965517,-1.40186916,-11.40%,314,1.71106981,9.59265669,15.8691,0.92562397,171,368,248,347,284,187,Technology Services,6.99567402,9.87258574,49.56264677,19%,63642000000,3.34E+11,150,245,107,252,189,164,DENA CO LTD
TSE:4401,4401,4401,2162,2.23E+11,-14.20634921,-5.21701008,-9.50%,300,0.60800961,9.21755056,54.6116,0.88185564,355,378,84,365,296,170,Producer Manufacturing,5.10648741,9.82426033,25.84884448,21%,1.03E+11,4.97E+11,239,248,299,228,254,256,ADEKA CORPORATION
TSE:3549,3549,3549,7040,2.22E+11,-6.13333333,6.18401207,-11.60%,317,0.68474185,19.32143028,,2.58626319,338,199,,129,222,278,Retail Trade,5.28006679,13.63934734,24.97680214,33%,80977000000,2.43E+11,235,142,308,106,198,181,KUSURI NO AOKI HOLDINGS CO LTD
TSE:9793,9793,9793,4380,2.21E+11,-17.35849057,-1.01694915,-16.50%,372,3.91999582,26.17655049,39.9823,2.90615808,66,114,113,118,103,428,Industrial Services,8.46536826,11.05555446,33.66491681,19%,19137000000,99100000000,104,201,208,244,189,168,DAISEKI CO LTD
TSE:5631,5631,5631,3005,2.21E+11,-8.66261398,-3.53130016,-5.30%,264,1.06656742,19.95059974,26.5628,1.52612749,265,193,178,231,217,285,Producer Manufacturing,3.50981686,7.89009631,21.36886274,15%,48579000000,3.31E+11,322,321,348,328,330,369,JAPAN STEEL WORKS
TSE:4902,4902,4902,447,2.21E+11,-26.96078431,-8.02469136,-20.60%,411,0.24152995,,,0.40046226,480,,,484,482,3,Electronic Technology,-2.67112637,-6.47839375,42.62933418,28%,3.93E+11,1.41E+12,491,488,141,146,317,356,KONICA MINOLTA INC
TSE:7780,7780,7780,2905,2.20E+11,-29.05982906,-2.02360877,-27.60%,451,2.40874759,34.81999972,,3.31737536,107,66,,95,89,440,Health Technology,5.09655584,10.61441361,53.08799098,36%,52902000000,1.46E+11,240,221,91,80,158,118,MENICON CO LTD
TSE:9605,9605,9605,17730,2.20E+11,-21.40957447,-1.28062361,-20.40%,407,1.87528701,21.4647803,32.9212,1.09790653,153,169,143,295,190,318,Consumer Services,3.04408408,5.21355891,38.8152928,13%,45592000000,3.55E+11,340,403,166,354,316,354,TOEI CO LTD
TSE:2379,2379,2379,3925,2.19E+11,-6.6587396,1.42118863,-8.00%,288,5.54651034,43.80959803,27.826,6.65535746,43,44,168,30,71,457,Commercial Services,11.84007424,14.60750024,89.09350414,77%,34969899000,45536617000,56,124,5,5,48,19,DIP CORPORATION
TSE:2206,2206,2206,3375,2.19E+11,-19.45107399,-2.87769784,-17.10%,374,0.64938178,21.18111919,27.8411,0.91358695,345,172,167,354,260,217,Consumer Non-Durables,2.9267962,4.2781676,41.82718056,42%,1.54E+11,3.65E+11,346,425,145,54,243,240,EZAKI GLICO CO
TSE:5830,5830,5830,715,2.17E+11,3.77358491,3.77358491,0.00%,214,1.80319388,6.83547736,,0.31520401,160,435,,494,363,87,Finance,0.38550382,4.60627945,,,,8.79E+12,449,417,,,433,468,IYOGIN HOLDINGS INC
TSE:6588,6588,6588,3935,2.17E+11,-15.91880342,-1.50187735,-14.60%,357,0.48880382,399.6074742,273.311,1.95135897,395,3,8,176,146,371,Electronic Technology,0.17138767,0.48714329,39.32101207,56%,1.78E+11,3.20E+11,469,476,162,16,281,307,TOSHIBA TEC CORP
TSE:7984,7984,7984,1835,2.14E+11,1.88784009,0.65825562,1.20%,203,0.67815614,13.24163916,15.4968,0.94023146,340,283,257,339,305,163,Producer Manufacturing,5.0771991,7.00478866,36.89853268,36%,1.16E+11,3.24E+11,242,351,178,83,214,207,KOKUYO CO LTD
TSE:6754,6754,6754,1608,2.14E+11,-20.82717873,-0.74074074,-20.20%,404,2.08717237,16.06691797,30.1606,1.90863631,132,235,156,185,177,332,Electronic Technology,9.23322878,12.22213255,52.37202743,35%,53759000000,1.54E+11,91,174,97,89,113,66,ANRITSU CORP
TSE:8273,8273,8273,2985,2.13E+11,-17.88170564,-1.80921053,-16.40%,371,0.32052751,9.38380698,,0.87231293,453,372,,368,398,39,Retail Trade,4.92725269,9.36210534,32.17677535,35%,1.64E+11,4.71E+11,249,265,220,91,206,197,IZUMI CO LTD
TSE:3048,3048,3048,1209,2.13E+11,20.17892644,3.15699659,16.50%,90,0.26731762,36.78454808,13.0833,1.58728067,472,62,278,221,258,219,Retail Trade,1.26595619,4.18672534,26.88182764,47%,2.13E+11,4.56E+11,423,429,284,38,294,320,BIC CAMERA INC.
TSE:9076,9076,9076,1152,2.10E+11,-15.66617862,-0.08673027,-15.60%,362,0.36992969,12.68081652,19.2603,0.48798802,429,293,222,469,353,103,Transportation,2.58891261,4.15254426,11.14108311,10%,67467000000,6.90E+11,361,431,438,401,408,448,SEINO HOLDINGS
TSE:7730,7730,7730,2130,2.10E+11,6.71342685,17.61457758,-9.30%,297,10.42792884,40.24522983,71.9554,4.68790658,15,48,56,58,44,476,Health Technology,11.37524326,12.50354543,61.59384796,25%,12575000000,50113000000,65,166,59,172,116,69,MANI INC
TSE:4114,4114,4114,5240,2.09E+11,-9.65517241,-6.09318996,-3.80%,249,0.57227594,8.23337933,21.5006,0.61456194,370,402,204,439,354,100,Process Industries,5.0522835,7.58268638,21.14449728,15%,79113000000,5.39E+11,243,329,351,329,313,348,NIPPON SHOKUBAI CO
TSE:6141,6141,6141,1672,2.09E+11,-15.38461538,-3.90804598,-11.90%,325,0.53164387,12.57589253,7.11987,2.23760325,385,296,320,156,289,178,Producer Manufacturing,2.66971456,16.46597756,51.01267971,28%,1.96E+11,6.94E+11,359,95,103,142,175,138,DMG MORI CO LTD
TSE:9783,9783,9783,2152,2.08E+11,-17.8312333,0.09302326,-17.90%,385,0.47872091,116.5532831,14.5086,1.3844753,396,14,263,251,231,260,Consumer Services,0.33731823,1.23331267,44.56198022,37%,1.93E+11,5.18E+11,451,471,128,71,280,306,BENESSE HOLDINGS INC
TSE:1377,1377,1377,4680,2.08E+11,36.84210526,-3.40557276,41.70%,25,2.79605744,16.79475711,46.1198,1.63029904,93,226,100,217,159,354,Non-Energy Minerals,8.36310815,9.9299476,59.22755433,26%,41276000000,1.56E+11,108,243,67,157,144,104,SAKATA SEED CORP
TSE:5463,5463,5463,2879,2.07E+11,10.68819685,-3.38926174,14.60%,103,1.05966472,8.3974985,207.219,0.78290667,268,399,14,385,267,207,Producer Manufacturing,7.88843716,9.74821023,21.78400718,14%,51730000000,3.73E+11,123,249,340,339,263,272,MARUICHI STEEL TUBE
TSE:2531,2531,2531,1046,2.07E+11,-34.66583385,-2.1515435,-33.20%,469,0.69379507,10.10481835,,1.15716439,336,360,,287,328,133,Consumer Non-Durables,6.12809322,12.03122225,36.36533783,32%,1.11E+11,3.52E+11,187,181,187,119,169,132,TAKARA HOLDINGS INC
TSE:4206,4206,4206,3150,2.06E+11,-11.51685393,-0.63091483,-11.00%,309,0.96983973,15.53516826,,1.43189052,287,243,,243,258,220,Process Industries,5.68281835,9.51477027,24.46415933,21%,52033000000,2.53E+11,210,257,313,229,252,254,AICA KOGYO CO
TSE:3941,3941,3941,829,2.05E+11,-3.93974508,-2.58519389,-1.40%,227,0.27881293,9.31273974,33.901,0.6090922,467,374,137,442,355,98,Process Industries,2.38120844,6.56973977,17.22957586,14%,1.34E+11,9.80E+11,371,370,390,342,368,408,RENGO CO
TSE:4587,4587,4587,1580,2.05E+11,-41.39465875,-1.80236172,-40.30%,482,22.2745956,117.2231178,60.4154,8.34577669,3,13,74,24,29,488,Health Technology,4.67381977,7.59201365,61.40944151,13%,6937893000,51895583000,258,328,60,348,249,246,PEPTIDREAM INC
TSE:1820,1820,1820,3745,2.05E+11,9.98531571,-10.08403361,22.30%,62,0.56382354,11.78586626,233.811,0.9846986,372,315,10,327,256,221,Consumer Durables,3.0255871,7.91595889,13.39968034,10%,43773000000,4.55E+11,342,318,421,403,371,413,NISHIMATSU CONSTRUCTION CO
TSE:1959,1959,1959,2875,2.04E+11,-21.76870748,0.52447552,-22.20%,420,0.55086177,8.37651281,,0.86744308,376,400,,370,382,62,Industrial Services,7.06654491,10.83370154,15.05619236,16%,57362000000,3.60E+11,149,211,407,310,269,288,KYUDENKO CORP
TSE:7313,7313,7313,1515,2.03E+11,0.1984127,-1.1741683,1.40%,200,0.5849642,25.09785862,,0.68285402,363,130,,420,304,164,Consumer Durables,2.04401395,2.82110183,14.21749327,13%,52405000000,4.14E+11,391,459,414,357,405,444,TS TECH CO.LTD.
TSE:1893,1893,1893,713,2.03E+11,-8.47240051,-2.59562842,-6.00%,270,0.45475748,22.07638853,,1.30570705,406,164,,263,278,195,Industrial Services,2.14914702,6.08378988,7.61806348,8%,37235000000,4.47E+11,388,381,459,412,410,454,PENTA OCEAN CONSTRUCTION
TSE:2264,2264,2264,4245,2.02E+11,-36.5470852,3.03398058,-38.40%,475,0.41119035,7.4482163,14.3605,0.92241024,422,420,267,348,364,84,Consumer Non-Durables,5.97646368,13.30297672,23.60132078,26%,1.22E+11,4.65E+11,196,148,320,159,206,195,MORINAGA MILK INDUSTRY CO
TSE:3148,3148,3148,3180,2.01E+11,-11.66666667,2.74636511,-14.00%,348,0.58037734,16.12258775,32.4603,1.91457963,366,234,147,184,233,254,Retail Trade,7.30489519,12.22229751,26.25125617,51%,91757000000,1.81E+11,140,173,290,28,158,117,CREATE SD HOLDINGS CO LTD
TSE:3186,3186,3186,2590,2.00E+11,21.767748,-19.9381762,52.10%,13,0.70658261,15.94469151,,4.9104315,334,238,,51,208,296,Retail Trade,10.51862615,28.64168925,18.91126187,40%,56731000000,1.41E+11,74,24,372,59,132,89,NEXTAGE CO LTD
TSE:4974,4974,4974,1663,2.00E+11,-44.84245439,-6.30985915,-41.10%,483,2.97573517,11.36174562,,2.10127249,86,329,,166,194,312,Health Technology,16.79596109,19.85310583,69.43889131,43%,48179000000,1.11E+11,26,66,39,49,45,13,TAKARA BIO INC
TSE:9744,9744,9744,2413,2.00E+11,10.68818408,2.46284501,8.00%,140,1.83701577,19.57204611,21.983,4.29053409,156,198,202,67,156,357,Commercial Services,13.42386345,23.00166695,26.7671104,37%,28223000000,76530000000,41,40,287,73,110,64,MEITEC CORPORATION
TSE:8628,8628,8628,777,2.00E+11,-6.61057692,-2.7534418,-4.00%,250,6.02337794,21.21432199,18.1719,2.53765047,38,171,230,133,143,375,Finance,1.02504457,12.41843407,87.92213344,3%,29914000000,9.06E+11,433,169,6,453,265,276,MATSUI SECURITIES CO
TSE:2607,2607,2607,2321,2.00E+11,-14.98168498,-3.29166667,-12.10%,329,0.46266081,20.42549767,,1.07696011,403,183,,301,296,169,Consumer Non-Durables,2.34123312,5.28520422,13.85786473,13%,60369000000,4.76E+11,373,400,416,355,386,427,FUJI OIL HOLDINGS INC
TSE:5301,5301,5301,933,1.99E+11,-36.87415426,-11.22740247,-28.90%,458,0.77407279,10.19813678,94.6065,0.87426248,321,357,34,367,270,202,Producer Manufacturing,3.70439836,8.13254072,24.18476441,10%,56044000000,5.59E+11,311,308,315,397,333,374,TOKAI CARBON CO
TSE:4980,4980,4980,3245,1.99E+11,47.16553288,-17.84810127,79.10%,3,2.06858032,10.72206134,11.7393,3.04726996,133,341,292,109,219,281,Electronic Technology,17.07094927,31.11374608,46.48032113,36%,43239000000,1.19E+11,23,22,116,78,60,24,DEXERIALS CORPORATION
TSE:9746,9746,9746,3765,1.98E+11,10.0877193,9.13043478,0.90%,207,2.97064509,22.14652282,32.5879,2.36026115,87,163,145,147,136,382,Technology Services,8.65991487,10.47145198,70.77970556,44%,46179000000,1.04E+11,101,228,37,45,103,57,TKC CORPORATION
TSE:3994,3994,3994,3675,1.98E+11,-47.19827586,9.86547085,-51.90%,497,12.08381706,,,5.02789806,13,,,47,30,486,Technology Services,-13.25333018,-21.26932089,63.3441777,17%,10818577000,65364808000,500,498,53,303,339,384,MONEY FORWARD INC
TSE:1662,1662,1662,3765,1.97E+11,73.02389706,0.80321285,71.60%,5,0.84801188,,,0.55689837,308,,,456,382,62,Energy Minerals,-4.07665284,-5.60293147,21.38244448,9%,45382000000,4.88E+11,494,487,347,406,434,471,JAPAN PETROLEUM EXPLORATION CO LTD
